Hours;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
11:00-12:00;51.24;43.43;44.96;40.34;71.15;26.58;65.93;151.00;355.17;85.65
12:00-13:00;49.14;42.71;43.50;38.07;68.59;24.90;58.21;139.69;357.66;77.11
13:00-14:00;48.76;44.26;43.52;36.58;67.28;25.05;55.00;132.32;368.35;70.77
14:00-15:00;47.95;39.96;43.07;36.57;68.47;26.49;52.44;132.33;354.32;71.41
15:00-16:00;47.34;36.78;42.14;37.31;68.11;27.27;56.00;139.97;379.84;76.91
16:00-17:00;46.66;36.08;43.00;43.27;66.71;34.99;65.00;165.90;437.74;78.66
17:00-18:00;48.08;39.97;45.00;45.92;71.39;39.01;90.81;183.79;489.09;105.00
18:00-19:00;50.83;45.32;48.75;48.92;75.70;40.97;200.04;195.00;600.00;121.27
19:00-20:00;50.34;48.46;48.69;47.21;77.08;38.50;98.13;196.00;510.00;133.59
20:00-21:00;46.34;52.45;46.22;43.30;75.69;34.44;62.52;157.65;418.38;114.90
21:00-22:00;44.58;52.48;44.00;39.51;72.01;33.40;56.85;139.90;396.34;105.93
22:00-23:00;41.60;43.42;42.00;37.95;69.20;31.99;50.00;138.84;378.69;103.06
23:00-24:00;32.63;40.56;40.00;34.67;59.06;27.66;47.16;132.07;352.56;109.04
00:00-01:00;26.51;36.80;34.40;33.43;46.58;27.20;42.39;100.05;332.87;98.13
01:00-02:00;25.04;32.49;27.79;31.94;38.56;27.38;41.33;84.23;312.58;97.05
02:00-03:00;23.03;29.18;24.26;31.91;37.47;24.34;40.00;75.32;300.48;91.72
03:00-04:00;25.23;27.80;24.24;31.43;33.60;22.63;40.00;70.06;303.12;88.14
04:00-05:00;28.88;19.95;27.03;31.81;32.08;31.29;43.59;78.91;324.57;91.78
05:00-06:00;44.37;16.15;40.31;33.40;36.09;38.64;52.97;120.02;410.66;98.88
06:00-07:00;52.50;29.64;46.01;39.03;43.14;48.99;72.89;171.41;462.75;107.20
07:00-08:00;50.94;39.28;49.09;41.54;55.10;50.00;73.09;184.75;473.61;109.99
08:00-09:00;48.84;50.79;49.60;42.93;57.79;50.20;61.85;180.80;467.50;104.68
09:00-10:00;47.76;53.75;47.50;41.91;56.35;49.99;58.88;164.08;406.83;90.75
10:00-11:00;46.10;58.00;45.29;39.90;60.13;48.93;62.55;163.04;401.99;84.90
11:00-12:00;44.06;55.33;42.21;41.95;57.25;48.00;55.00;156.22;400.07;79.89
12:00-13:00;42.56;53.00;42.87;36.01;56.06;45.77;51.74;152.47;397.28;70.55
13:00-14:00;43.00;49.92;43.56;32.12;47.64;43.00;50.81;152.54;397.28;53.42
14:00-15:00;42.55;49.02;43.60;32.00;39.92;41.75;48.32;135.49;406.12;72.01
15:00-16:00;41.00;48.01;43.00;32.77;37.58;41.41;53.93;134.04;411.23;78.23
16:00-17:00;45.88;43.86;43.30;37.22;40.90;45.00;58.92;160.00;422.09;87.55
17:00-18:00;49.55;42.53;45.15;42.44;57.58;48.61;70.00;161.60;460.13;117.82
18:00-19:00;69.30;41.67;49.06;45.20;61.78;55.40;84.35;187.28;485.37;139.64
19:00-20:00;64.94;41.75;49.09;44.93;67.36;52.48;70.00;192.52;450.76;145.00
20:00-21:00;47.33;46.88;43.25;39.08;54.46;49.21;55.47;166.19;406.61;117.91
21:00-22:00;41.99;52.04;42.41;37.88;61.67;42.85;50.78;164.84;396.02;106.92
22:00-23:00;37.75;44.68;40.00;36.61;67.55;41.00;47.00;163.50;397.19;102.82
23:00-24:00;40.43;44.16;41.00;42.24;48.36;32.47;42.45;144.54;377.94;98.71
00:00-01:00;33.67;43.13;32.70;33.81;48.18;28.14;40.21;134.87;344.12;87.24
01:00-02:00;29.10;41.52;31.33;31.70;46.84;24.24;38.86;128.88;312.03;77.73
02:00-03:00;25.96;32.47;25.99;30.77;38.23;22.85;37.66;103.92;307.23;59.34
03:00-04:00;26.17;30.07;25.62;30.55;38.91;19.97;36.47;91.74;306.29;56.88
04:00-05:00;28.89;27.71;31.54;31.06;50.42;23.93;39.37;94.53;317.26;47.79
05:00-06:00;41.57;28.53;42.50;31.82;60.46;39.07;44.54;150.10;347.99;29.81
06:00-07:00;52.43;33.20;49.00;32.09;78.93;49.75;53.21;178.50;373.81;41.87
07:00-08:00;54.01;47.87;50.44;34.90;80.96;50.01;58.32;182.00;371.99;44.17
08:00-09:00;57.78;55.50;50.69;35.57;81.17;50.26;58.02;181.79;375.50;59.36
09:00-10:00;55.49;63.72;50.02;35.25;73.90;49.20;56.24;147.62;369.93;1.06
10:00-11:00;57.84;63.13;47.80;35.61;74.55;48.19;57.73;150.13;363.49;0.85
11:00-12:00;51.56;58.57;45.00;35.21;71.06;44.97;53.39;158.37;347.96;0.02
12:00-13:00;53.65;56.32;43.94;32.71;70.92;42.23;50.00;140.37;298.29;0.50
13:00-14:00;50.26;52.56;43.74;31.52;69.90;40.01;50.10;127.40;299.00;1.98
14:00-15:00;48.26;49.91;41.80;31.37;69.29;39.57;50.00;126.38;317.11;0.12
15:00-16:00;47.05;50.20;41.52;31.62;68.80;39.91;49.06;117.97;357.00;3.54
16:00-17:00;46.91;49.87;41.44;35.34;69.56;41.80;48.07;148.86;374.54;24.99
17:00-18:00;59.17;50.10;44.29;42.39;71.68;47.57;55.70;166.30;410.63;85.20
18:00-19:00;59.92;50.10;47.06;46.94;78.30;54.44;60.82;182.00;440.78;129.47
19:00-20:00;52.10;51.19;49.20;47.28;74.29;53.34;53.80;190.00;413.39;134.98
20:00-21:00;48.36;56.98;43.54;43.52;72.13;48.25;50.90;167.05;372.96;105.00
21:00-22:00;48.43;57.49;44.00;42.46;70.01;41.02;45.00;163.73;362.73;76.03
22:00-23:00;44.38;48.32;42.41;38.48;69.29;34.72;40.41;164.97;314.97;66.54
23:00-24:00;33.06;44.64;41.47;33.26;55.96;34.27;39.08;164.62;268.66;34.63
00:00-01:00;27.74;44.53;34.58;31.69;52.49;25.79;37.09;142.18;230.00;10.00
01:00-02:00;27.85;42.56;35.66;31.10;47.70;24.12;35.02;143.31;215.24;1.09
02:00-03:00;25.35;37.57;27.88;31.02;44.96;19.35;31.04;131.40;215.16;0.05
03:00-04:00;25.07;37.87;24.65;30.50;44.49;16.01;28.61;119.68;194.40;0.49
04:00-05:00;28.52;27.18;24.59;32.49;54.09;22.05;33.31;123.66;197.60;47.42
05:00-06:00;44.93;25.64;28.01;44.42;65.50;31.99;42.13;133.28;228.14;80.51
06:00-07:00;55.11;31.49;31.15;52.44;76.93;45.54;50.99;138.73;239.90;139.15
07:00-08:00;55.99;36.29;34.72;53.77;82.90;49.36;51.51;156.98;278.74;143.00
08:00-09:00;52.03;52.50;36.10;52.40;76.77;49.19;52.89;151.59;291.60;118.32
09:00-10:00;48.26;57.51;35.73;51.10;74.21;49.11;50.08;139.55;261.38;97.07
10:00-11:00;57.33;54.30;34.08;53.00;71.29;48.03;47.25;133.38;258.68;89.01
11:00-12:00;49.95;51.92;33.02;51.04;63.10;48.88;45.99;142.39;250.16;83.76
12:00-13:00;50.07;48.74;28.01;51.00;59.38;46.83;40.12;130.03;226.11;76.11
13:00-14:00;48.50;46.99;24.40;48.96;58.77;44.16;37.66;123.78;205.13;84.09
14:00-15:00;47.78;45.55;24.93;48.75;60.03;40.18;37.55;114.96;209.59;92.06
15:00-16:00;46.05;46.86;28.01;43.93;64.31;40.89;40.05;125.99;250.39;97.46
16:00-17:00;44.89;47.08;34.58;46.13;71.45;44.96;46.84;157.32;328.13;103.00
17:00-18:00;48.84;46.99;38.08;49.81;75.09;46.99;53.93;173.07;380.09;130.07
18:00-19:00;53.93;47.95;42.63;52.00;89.01;50.14;67.57;185.85;412.26;149.88
19:00-20:00;53.66;50.82;40.99;50.44;79.73;51.74;54.94;188.17;394.11;156.59
20:00-21:00;45.65;55.84;34.53;41.96;74.39;47.68;46.70;169.90;369.97;124.90
21:00-22:00;43.30;55.58;31.15;46.35;65.80;41.83;42.01;164.91;348.17;119.20
22:00-23:00;45.03;47.04;29.57;34.85;58.98;38.15;35.10;158.30;294.43;110.02
23:00-24:00;36.29;46.05;24.51;35.37;47.98;41.11;33.34;145.28;248.77;114.08
00:00-01:00;26.07;44.50;22.24;32.42;49.30;32.15;31.92;124.95;179.85;107.99
01:00-02:00;24.09;38.22;20.55;31.36;45.28;28.07;29.03;113.46;161.92;104.93
02:00-03:00;19.49;35.17;17.84;31.33;35.70;20.18;27.20;106.11;131.81;104.58
03:00-04:00;21.45;31.56;17.70;31.88;35.81;20.91;28.26;105.09;126.43;100.79
04:00-05:00;25.74;29.93;19.68;33.61;49.86;24.90;30.10;104.68;173.20;107.99
05:00-06:00;40.06;29.81;20.09;42.52;60.47;39.77;41.74;111.96;327.95;107.15
06:00-07:00;52.48;32.75;21.47;51.94;75.36;50.29;51.93;113.09;393.43;136.64
07:00-08:00;52.37;43.95;22.45;55.20;75.25;51.51;56.48;117.81;398.30;146.60
08:00-09:00;56.82;53.59;22.95;55.01;74.90;50.74;58.28;115.34;336.54;118.04
09:00-10:00;59.53;55.69;21.36;54.64;74.10;49.84;56.91;112.11;315.64;100.96
10:00-11:00;51.62;55.99;22.13;53.60;72.50;48.88;49.30;106.31;301.70;96.19
11:00-12:00;51.28;51.94;23.80;49.61;67.85;46.27;49.10;102.98;268.96;91.85
12:00-13:00;44.12;50.57;19.34;49.55;64.43;40.02;41.07;93.13;192.76;84.56
13:00-14:00;42.72;46.51;14.37;48.13;63.96;34.87;35.76;90.65;227.07;90.34
14:00-15:00;38.65;45.03;14.17;48.11;64.68;33.26;34.43;94.79;207.67;98.02
15:00-16:00;36.81;45.20;19.76;46.48;62.38;33.49;31.93;112.33;218.23;104.51
16:00-17:00;37.65;46.17;26.55;49.44;71.73;39.09;44.83;137.36;315.21;122.47
17:00-18:00;42.05;44.94;35.09;53.10;74.75;45.75;50.30;170.80;390.82;135.42
18:00-19:00;48.92;46.13;40.95;55.93;76.78;50.00;52.84;185.85;422.60;150.69
19:00-20:00;52.71;50.01;43.81;55.25;79.99;50.94;50.88;179.18;396.58;160.34
20:00-21:00;40.13;52.32;39.98;53.00;68.30;42.41;45.72;166.52;329.70;126.27
21:00-22:00;42.64;55.06;43.00;49.22;72.69;37.47;39.80;163.94;325.89;108.06
22:00-23:00;41.44;47.53;39.89;41.77;63.28;31.42;35.12;143.50;263.91;101.28
23:00-24:00;39.40;47.12;37.77;37.88;62.67;29.05;34.01;133.27;190.95;105.51
00:00-01:00;34.07;45.91;33.90;34.60;57.60;27.52;30.71;112.03;180.24;102.00
01:00-02:00;29.76;42.08;30.63;32.94;48.25;26.76;28.03;105.99;169.80;102.46
02:00-03:00;28.67;40.00;26.05;32.13;45.59;20.51;25.25;100.00;151.30;101.47
03:00-04:00;28.11;36.14;28.34;32.14;44.92;17.95;22.01;102.23;167.35;100.37
04:00-05:00;27.73;31.88;31.38;33.70;52.45;19.24;23.86;113.09;222.81;104.30
05:00-06:00;30.95;31.07;41.30;45.07;66.40;40.03;28.95;171.78;379.28;119.57
06:00-07:00;33.17;30.93;46.53;54.40;74.90;48.37;30.94;184.73;430.24;133.23
07:00-08:00;35.93;32.22;49.00;57.91;78.00;50.31;36.72;190.84;503.47;140.01
08:00-09:00;38.23;40.54;46.84;55.00;75.21;50.15;41.22;181.00;680.00;128.37
09:00-10:00;37.16;42.07;46.69;51.80;68.46;49.55;39.40;172.15;558.00;102.33
10:00-11:00;36.15;45.80;50.44;50.60;70.70;49.27;38.13;157.94;520.00;93.26
11:00-12:00;40.51;42.68;50.69;48.99;60.22;45.98;34.08;144.97;386.47;90.20
12:00-13:00;36.92;40.40;46.49;47.85;61.50;41.11;32.03;137.88;349.57;87.34
13:00-14:00;31.58;39.21;47.75;46.95;60.68;37.08;28.90;118.25;300.55;82.20
14:00-15:00;28.09;36.33;45.53;43.96;60.76;32.11;27.92;120.85;297.93;77.14
15:00-16:00;30.34;33.70;46.15;44.01;62.43;32.90;29.18;142.43;316.88;87.06
16:00-17:00;32.89;32.35;44.83;49.09;66.44;36.24;33.95;162.10;365.66;87.63
17:00-18:00;39.32;31.55;49.55;49.99;75.00;42.99;39.49;173.10;389.26;110.02
18:00-19:00;43.95;38.75;54.12;54.86;78.26;48.36;45.49;185.19;432.27;133.68
19:00-20:00;39.54;43.71;51.23;51.46;79.73;47.49;41.25;169.96;408.23;122.09
20:00-21:00;33.32;49.91;45.46;47.45;66.53;35.14;37.53;150.00;351.43;106.28
21:00-22:00;33.72;50.66;45.15;44.11;65.76;35.52;35.59;137.04;333.69;96.38
22:00-23:00;32.97;41.09;42.10;37.94;64.14;30.20;33.95;142.27;319.71;75.98
23:00-24:00;27.90;41.30;34.89;38.90;61.13;26.50;25.28;131.27;306.42;79.61
00:00-01:00;26.07;40.01;30.74;34.69;58.89;20.17;19.92;122.40;275.78;65.54
01:00-02:00;25.65;38.04;29.75;32.79;52.01;21.79;17.99;98.37;245.94;57.64
02:00-03:00;21.23;35.07;28.73;31.01;48.72;18.20;12.25;98.10;242.98;9.66
03:00-04:00;21.64;33.28;27.84;31.05;48.98;14.86;12.00;105.97;273.77;37.73
04:00-05:00;19.88;29.56;29.56;33.40;51.30;15.22;14.39;119.91;307.13;55.69
05:00-06:00;21.12;26.44;43.00;40.20;63.13;23.50;17.86;170.52;383.17;93.77
06:00-07:00;21.48;28.00;49.00;50.84;78.00;27.46;21.70;190.21;472.63;126.25
07:00-08:00;22.70;30.88;50.00;56.19;80.00;33.20;27.11;195.10;500.38;129.56
08:00-09:00;23.22;30.08;47.69;57.80;78.03;34.58;32.00;187.94;453.10;110.85
09:00-10:00;22.04;30.51;46.59;56.03;73.26;31.83;32.99;174.21;434.76;93.36
10:00-11:00;23.07;32.21;46.33;55.59;70.97;31.85;34.26;169.95;406.74;88.56
11:00-12:00;24.13;30.48;44.51;54.40;67.68;34.94;35.80;166.06;383.62;83.73
12:00-13:00;21.79;31.79;45.06;53.14;62.58;20.89;32.40;162.23;369.95;82.18
13:00-14:00;17.41;35.84;45.00;53.35;56.60;13.63;31.99;140.02;369.95;87.70
14:00-15:00;19.50;30.13;44.94;51.50;53.89;15.55;32.01;146.80;366.91;92.02
15:00-16:00;24.01;21.64;44.97;50.69;54.38;24.00;33.32;165.00;384.98;99.89
16:00-17:00;29.35;18.95;44.96;53.13;53.80;32.28;37.63;180.10;435.59;97.00
17:00-18:00;34.34;22.93;45.76;52.50;59.92;38.19;46.23;197.69;510.00;119.77
18:00-19:00;40.07;30.68;49.10;55.40;68.76;43.69;51.95;237.01;640.42;133.67
19:00-20:00;40.56;41.14;48.87;56.41;64.12;41.59;50.00;195.33;510.00;143.47
20:00-21:00;35.62;49.20;46.30;49.90;58.58;36.31;46.48;177.13;419.99;120.06
21:00-22:00;35.27;50.84;43.50;43.40;59.94;41.54;41.76;164.91;372.61;110.69
22:00-23:00;33.37;44.21;38.81;37.26;56.63;39.10;37.84;139.57;361.80;103.09
23:00-24:00;25.66;43.00;39.00;33.85;57.44;24.44;33.30;120.55;351.45;108.50
00:00-01:00;23.94;39.50;33.94;32.88;55.70;24.40;30.82;110.83;336.51;91.43
01:00-02:00;25.05;37.07;32.41;31.50;52.38;18.31;29.50;95.35;326.14;58.10
02:00-03:00;23.01;30.31;28.89;31.10;48.50;16.16;28.60;88.53;315.19;51.20
03:00-04:00;22.61;29.50;25.85;30.97;47.81;15.01;28.72;87.73;320.00;38.99
04:00-05:00;23.96;26.12;32.41;31.91;48.42;13.08;30.89;104.06;345.53;49.97
05:00-06:00;44.95;25.05;39.98;40.67;54.40;18.11;47.04;162.68;440.07;89.00
06:00-07:00;53.97;34.23;47.30;49.91;55.38;19.70;55.64;194.93;569.93;122.10
07:00-08:00;57.54;45.87;48.26;51.20;59.90;22.48;59.31;204.51;585.00;130.05
08:00-09:00;55.88;53.33;49.72;49.99;65.34;23.49;56.54;195.28;674.40;106.81
09:00-10:00;50.12;55.19;48.69;48.79;63.21;18.13;53.00;183.59;584.60;92.07
10:00-11:00;51.06;54.45;48.00;49.08;61.80;20.38;51.72;168.90;558.86;87.37
11:00-12:00;51.67;53.61;46.88;49.24;61.44;15.01;49.16;167.04;535.36;82.05
12:00-13:00;49.22;51.41;46.23;44.30;57.39;10.61;48.00;143.74;503.77;72.44
13:00-14:00;48.23;45.46;45.00;42.23;54.11;1.79;46.00;132.91;509.00;77.04
14:00-15:00;40.03;44.96;44.06;38.45;54.48;0.82;47.04;121.33;484.00;90.70
15:00-16:00;44.96;48.37;44.26;41.23;58.19;6.30;48.46;132.95;426.80;96.71
16:00-17:00;49.93;45.23;47.00;45.17;57.95;12.59;52.93;141.56;445.01;112.00
17:00-18:00;53.99;47.29;47.88;48.59;70.01;19.54;61.14;173.23;523.19;121.45
18:00-19:00;63.24;43.97;51.63;50.79;75.46;30.23;80.03;188.12;605.00;141.24
19:00-20:00;53.41;50.07;50.87;52.40;77.49;29.08;58.00;179.33;520.00;133.10
20:00-21:00;44.95;57.12;48.69;49.66;68.88;20.21;52.24;162.80;424.99;113.40
21:00-22:00;38.10;52.42;45.15;43.00;69.26;21.80;46.16;173.43;397.03;106.57
22:00-23:00;36.68;45.81;40.00;37.77;65.69;25.41;40.01;180.53;374.46;101.07
23:00-24:00;32.69;44.53;40.36;47.77;62.86;14.81;40.43;146.23;349.44;94.98
00:00-01:00;32.05;42.50;36.35;42.18;57.20;11.84;38.87;145.34;336.10;90.79
01:00-02:00;30.56;40.25;22.35;39.70;54.87;10.20;36.92;140.53;325.03;89.27
02:00-03:00;28.01;33.20;14.57;33.37;49.66;7.07;34.79;73.94;322.42;88.72
03:00-04:00;26.69;31.08;14.15;29.03;42.54;7.55;36.48;82.07;324.80;88.28
04:00-05:00;30.15;28.06;22.25;30.02;43.41;15.58;39.51;138.61;348.44;92.10
05:00-06:00;44.49;27.80;38.07;31.96;48.33;32.66;51.58;154.66;429.99;105.30
06:00-07:00;54.76;34.20;47.20;38.60;46.79;46.02;67.87;203.13;524.00;109.45
07:00-08:00;58.41;43.85;46.80;39.00;54.41;46.46;84.65;205.28;559.91;111.56
08:00-09:00;56.60;53.01;47.01;42.49;49.80;48.76;76.00;200.10;551.71;105.08
09:00-10:00;54.56;56.69;46.31;42.57;54.44;47.97;69.40;184.67;421.25;87.50
10:00-11:00;55.93;57.18;45.11;43.20;56.44;46.54;66.62;165.31;411.70;70.50
11:00-12:00;52.00;51.11;40.74;40.00;59.72;45.02;59.37;178.93;415.44;42.76
12:00-13:00;50.60;48.98;37.55;38.49;59.69;40.08;54.25;165.07;286.02;15.16
13:00-14:00;48.59;45.13;37.71;34.01;41.45;36.91;52.24;163.95;263.46;15.04
14:00-15:00;46.31;44.00;38.03;33.00;45.34;33.88;53.00;163.71;267.38;56.00
15:00-16:00;48.67;40.57;42.00;37.52;48.25;40.30;56.95;167.13;244.96;85.01
16:00-17:00;48.42;39.76;44.00;41.77;55.80;47.05;62.43;176.66;298.85;100.43
17:00-18:00;51.99;37.86;48.02;45.06;64.62;51.13;73.69;201.03;357.41;113.72
18:00-19:00;62.18;37.28;55.02;48.25;74.21;64.37;128.31;219.93;382.39;132.03
19:00-20:00;53.97;43.36;52.48;45.01;74.39;57.34;73.14;195.28;328.49;124.28
20:00-21:00;45.71;51.64;50.00;39.00;65.31;49.27;57.50;177.82;221.09;101.06
21:00-22:00;46.40;48.61;48.27;39.81;67.19;44.58;51.57;170.45;201.33;107.40
22:00-23:00;40.35;40.01;43.00;38.67;61.19;34.60;46.05;153.80;155.72;101.04
23:00-24:00;46.44;41.67;27.00;50.82;59.53;33.09;47.30;104.60;167.00;102.73
00:00-01:00;38.09;40.32;25.70;46.17;56.10;27.72;43.35;78.07;103.80;94.14
01:00-02:00;32.01;38.51;24.71;41.36;51.41;23.12;41.82;65.22;90.56;88.60
02:00-03:00;30.32;29.76;23.09;24.18;47.38;16.46;38.05;47.94;77.64;36.15
03:00-04:00;30.39;28.01;24.02;24.39;47.59;15.66;37.79;54.52;50.25;45.11
04:00-05:00;35.71;27.38;31.44;24.98;51.61;21.39;41.89;65.69;71.99;62.10
05:00-06:00;48.11;27.00;42.91;26.76;69.13;38.51;50.99;140.60;90.56;67.11
06:00-07:00;58.00;30.55;49.66;27.95;77.32;50.03;62.37;188.10;98.37;88.08
07:00-08:00;60.88;42.93;50.03;32.71;84.97;50.97;72.80;190.67;128.30;82.10
08:00-09:00;65.00;53.78;49.69;38.11;79.56;49.63;65.76;188.59;135.99;62.73
09:00-10:00;65.08;55.50;48.54;38.39;73.70;46.86;55.16;182.32;127.71;40.00
10:00-11:00;65.19;49.27;47.57;38.58;72.45;44.92;52.29;178.60;121.58;8.99
11:00-12:00;63.65;45.51;44.50;38.65;69.95;42.17;49.17;158.23;100.15;0.04
12:00-13:00;64.81;43.22;42.25;30.27;66.23;41.04;47.40;143.01;85.11;0.01
13:00-14:00;60.90;43.63;43.30;26.71;61.17;39.49;45.04;125.36;72.72;0.02
14:00-15:00;58.00;38.28;41.73;26.82;59.45;39.38;45.19;131.27;74.87;1.53
15:00-16:00;52.70;38.25;43.89;27.84;58.18;42.88;48.94;152.94;81.57;62.73
16:00-17:00;54.74;34.14;48.00;37.00;60.42;47.02;53.98;158.81;137.80;92.65
17:00-18:00;56.75;33.89;48.44;46.13;69.93;50.16;60.14;183.27;195.05;120.06
18:00-19:00;69.45;43.01;53.90;49.90;75.00;54.99;72.43;194.09;226.62;130.00
19:00-20:00;70.98;50.00;50.49;47.38;75.67;52.92;55.34;183.81;218.65;130.00
20:00-21:00;50.59;58.00;49.87;40.93;70.08;50.02;50.02;159.37;188.89;115.16
21:00-22:00;54.00;51.39;48.00;41.14;64.91;45.06;44.11;158.26;170.25;106.62
22:00-23:00;48.00;46.79;44.00;35.79;59.49;35.69;37.53;170.00;147.71;99.97
23:00-24:00;38.29;43.94;45.29;32.92;59.14;33.49;38.70;115.02;185.04;94.90
00:00-01:00;32.04;41.43;34.53;25.77;56.97;26.89;34.07;105.32;135.25;93.17
01:00-02:00;31.70;38.56;35.72;22.52;51.41;23.38;31.18;106.44;159.94;93.40
02:00-03:00;29.60;31.27;29.02;10.64;48.55;16.89;29.75;102.27;99.18;92.02
03:00-04:00;29.62;30.66;30.82;5.53;48.29;14.68;30.82;104.71;125.31;95.68
04:00-05:00;32.63;29.14;29.62;15.81;50.64;15.41;34.04;112.02;150.20;99.33
05:00-06:00;48.00;29.40;32.55;34.75;58.18;35.00;43.53;140.00;177.70;123.31
06:00-07:00;59.98;32.87;40.71;55.97;73.43;50.10;52.35;156.18;248.66;137.36
07:00-08:00;59.64;44.97;38.63;53.47;74.26;52.00;55.05;164.91;154.07;144.50
08:00-09:00;55.15;56.00;48.49;55.36;75.49;51.75;54.00;164.92;152.54;128.00
09:00-10:00;53.91;59.06;43.13;54.10;73.70;50.00;53.18;135.58;124.83;105.32
10:00-11:00;51.50;49.02;43.00;52.69;70.47;46.83;50.00;124.02;138.98;92.10
11:00-12:00;55.98;43.15;42.00;52.99;71.50;44.16;45.65;112.19;138.67;90.01
12:00-13:00;54.37;41.73;37.66;50.05;69.93;39.95;44.36;86.21;99.05;87.70
13:00-14:00;51.87;43.93;32.64;41.24;65.99;36.38;41.93;67.69;88.00;88.07
14:00-15:00;50.22;39.21;29.18;41.74;65.10;35.75;38.33;58.38;96.08;90.50
15:00-16:00;48.92;34.28;29.44;42.54;65.01;36.01;40.46;54.13;160.04;99.73
16:00-17:00;51.06;34.51;34.63;44.85;67.13;40.55;49.55;89.98;206.23;103.00
17:00-18:00;52.90;36.38;39.93;55.33;73.94;48.01;52.59;85.90;288.16;135.00
18:00-19:00;63.38;44.48;45.03;60.84;81.12;51.61;58.29;115.56;425.18;182.02
19:00-20:00;61.04;51.57;46.42;60.39;80.00;51.28;53.45;92.55;415.88;160.07
20:00-21:00;50.57;61.00;45.80;50.97;75.21;46.87;46.08;60.47;339.19;120.00
21:00-22:00;52.43;55.00;46.61;48.13;69.95;43.39;42.97;39.15;327.16;103.25
22:00-23:00;50.23;44.95;35.75;42.36;65.10;38.21;37.78;45.08;275.14;100.00
23:00-24:00;50.98;43.03;32.68;44.74;61.87;26.61;32.09;2.41;209.93;97.58
00:00-01:00;35.25;41.79;31.23;33.38;58.44;26.41;32.90;0.28;187.00;51.34
01:00-02:00;27.37;43.45;26.28;24.39;50.62;25.30;32.88;0.04;230.00;48.34
02:00-03:00;27.26;40.51;25.13;18.49;38.89;25.35;24.94;0.09;190.28;27.87
03:00-04:00;25.99;38.27;24.90;20.14;40.37;26.43;20.63;2.02;194.29;0.10
04:00-05:00;27.94;31.39;25.03;24.97;55.65;29.31;16.93;1.03;197.70;7.01
05:00-06:00;42.41;31.54;25.43;38.15;61.03;35.32;29.80;0.06;360.29;12.41
06:00-07:00;56.03;37.20;26.09;55.78;77.00;50.40;48.38;22.21;311.22;54.90
07:00-08:00;56.42;44.68;29.70;54.67;78.68;50.12;53.09;31.25;397.36;57.96
08:00-09:00;59.53;54.92;30.99;59.84;79.73;52.13;51.87;69.01;360.02;62.41
09:00-10:00;59.88;60.00;29.88;52.89;78.00;50.02;49.21;61.42;276.15;48.61
10:00-11:00;60.43;51.34;32.38;47.18;76.89;47.67;48.69;71.66;287.01;33.66
11:00-12:00;60.01;54.53;30.79;46.42;75.67;43.93;44.20;101.00;306.02;19.51
12:00-13:00;56.48;54.03;26.64;45.17;75.85;38.97;41.38;84.47;210.06;2.32
13:00-14:00;54.00;50.86;25.01;43.31;71.52;36.74;38.52;68.61;288.37;0.01
14:00-15:00;50.27;47.56;24.65;43.10;68.24;36.86;36.78;58.11;177.89;0.96
15:00-16:00;49.47;47.53;25.06;45.16;64.59;40.40;36.06;63.66;218.95;6.43
16:00-17:00;51.88;44.50;31.65;51.76;74.14;47.93;38.87;110.26;329.76;32.22
17:00-18:00;54.00;42.95;41.22;53.63;77.03;51.23;42.46;127.59;391.11;92.00
18:00-19:00;74.60;44.68;49.35;59.09;85.60;55.06;52.00;153.84;473.04;122.20
19:00-20:00;79.03;48.10;51.18;59.50;81.65;53.53;43.30;152.61;379.85;130.00
20:00-21:00;54.00;55.00;45.89;51.00;78.27;48.06;36.78;120.08;321.30;102.29
21:00-22:00;56.96;49.03;45.00;48.07;73.38;45.59;35.99;119.70;318.42;93.25
22:00-23:00;55.94;47.58;43.31;40.92;65.95;35.93;36.22;133.60;288.98;83.96
23:00-24:00;38.65;48.77;30.81;44.96;62.77;37.49;34.01;74.20;239.08;74.89
00:00-01:00;33.08;44.75;26.11;45.72;59.00;28.97;27.60;71.13;200.97;23.22
01:00-02:00;27.31;38.28;25.09;38.61;58.08;24.52;25.50;70.45;218.60;23.33
02:00-03:00;25.19;34.02;24.54;32.28;51.23;17.15;13.39;67.34;169.10;17.24
03:00-04:00;23.45;32.55;24.59;27.65;47.53;12.25;11.35;67.30;187.69;20.22
04:00-05:00;23.81;29.04;25.78;38.31;54.91;17.65;19.05;90.20;196.92;48.71
05:00-06:00;27.08;26.90;36.12;54.95;74.67;39.32;23.64;176.70;329.97;98.71
06:00-07:00;34.02;28.54;52.23;61.24;80.37;48.83;29.12;217.10;427.50;117.85
07:00-08:00;37.31;32.81;53.49;60.93;81.22;50.06;33.77;221.99;497.39;121.98
08:00-09:00;38.30;38.49;53.39;60.86;82.31;50.60;38.68;213.60;441.80;106.08
09:00-10:00;38.27;38.34;52.75;59.35;79.17;49.42;39.72;198.22;343.20;77.88
10:00-11:00;39.11;43.24;51.16;57.94;76.89;49.45;37.41;185.87;289.98;69.53
11:00-12:00;41.86;43.00;50.94;57.69;74.98;49.41;32.65;169.42;270.19;69.23
12:00-13:00;40.60;41.87;49.64;53.25;72.89;45.17;24.80;163.93;161.38;45.45
